time_stamp,Month,Average 60 m temperature,Average 60 m wind speed,Vector-averaged 60 m wind speed,Vector-averaged 60 m wind direction,Standard deviation of 60 m wind direction,Total precipitaion for the period,Estimated heat flux,Estimated friction velocity,Average 10 m temperature,Average 10 m wind speed,Vector-averaged 10 m wind speed,Vector-averaged 10 m wind direction,Standard deviation of 10 m wind direction,Average global irrradiation,Average net radiation,Estimated surface roughness length,day_month,Average 10 m vapor pressure,Average 10 m dew point temperature,hour_min,time_stamp,target,p_target
2020_01_02_04_15,01,3.4616,834.17,824.08,209.63,8.9091,0.0,0.0,57.47,3.5336,578.29,563.82,210.04,12.814,0.0,-47.59,16.26,02,0.541,-1.6822,04_15,2020_01_02_04_15,0,0
2020_01_02_04_30,01,3.3655,815.76,807.3,208.3,8.25,0.0,0.0,59.93,3.4098,549.53,537.73,207.96,11.87,0.0,-47.418,23.43,02,0.54,-1.6937,04_30,2020_01_02_04_30,0,0
2020_01_02_04_45,01,3.3001,788.4,780.26,208.06,8.2317,0.0,0.0,61.86,3.3191,513.99,502.62,209.34,12.05,0.0,-47.423,33.33,02,0.542,-1.6574,04_45,2020_01_02_04_45,0,0
2020_01_02_05_00,01,3.2125,812.52,805.07,208.07,7.7514,0.0,0.0,60.04,3.2216,545.81,532.37,208.74,12.710999999999999,0.0,-47.352,24.21,02,0.547,-1.5306,05_00,2020_01_02_05_00,0,0
2020_01_02_05_15,01,3.1324,816.73,809.98,206.54,7.3635,0.0,0.0,62.11,3.183,541.27,530.57,209.11,11.386,0.0,-47.555,28.22,02,0.546,-1.5636,05_15,2020_01_02_05_15,0,0
2020_01_02_05_30,01,3.0694,791.56,782.36,209.42,8.7305,0.0,0.0,58.95,3.1242,529.46,516.71,210.71,12.57,0.0,-47.703,25.31,02,0.5479999999999999,-1.5024,05_30,2020_01_02_05_30,0,0
2020_01_02_05_45,01,3.0278,756.18,747.76,209.7,8.5486,0.0,0.0,52.5,3.0906,521.07,511.14,210.93,11.182,0.0,-47.818000000000005,17.24,02,0.5529999999999999,-1.373,05_45,2020_01_02_05_45,0,0
2020_01_02_06_00,01,3.0407,777.18,768.61,208.88,8.5048,0.0,0.0,51.14,3.1096,547.72,532.85,211.55,13.345999999999998,0.0,-47.813,12.5,02,0.5539999999999999,-1.3505,06_00,2020_01_02_06_00,0,0
2020_01_02_06_15,01,2.9966,807.6,799.11,209.53,8.3059,0.0,0.0,58.33,3.064,548.06,535.26,210.15,12.38,0.0,-48.203,21.37,02,0.5589999999999999,-1.2394,06_15,2020_01_02_06_15,0,0
2020_01_02_06_30,01,2.9762,822.11,812.63,209.41,8.6964,0.0,0.0,53.54,3.0824,582.65,570.31,211.87,11.789000000000001,0.0,-47.97,11.64,02,0.5670000000000001,-1.3030000000000002,06_30,2020_01_02_06_30,0,0
2020_01_02_06_45,01,2.9633,822.74,813.34,210.08,8.6609,0.0,0.0,58.84,3.0363,561.07,549.25,209.36,11.755,0.0,-47.695,20.18,02,0.563,-1.1425,06_45,2020_01_02_06_45,0,0
2020_01_02_07_00,01,2.8828,819.05,809.97,209.78,8.5315,0.0,0.0,62.4,2.93,542.33,531.21,207.67,11.597000000000001,0.0,-47.698,28.5,02,0.57,0.9705,07_00,2020_01_02_07_00,0,0
2020_01_02_07_15,01,2.8629,807.43,798.49,208.89,8.5212,0.0,0.0,51.4,2.9449,577.01,562.98,208.0,12.632,0.6388,-46.945,10.12,02,0.57,0.967,07_15,2020_01_02_07_15,0,0
2020_01_02_07_30,01,2.8787,872.81,862.72,208.71,8.7089,0.0,0.0,69.47,2.9635,566.21,555.27,209.1,11.26,4.5523,-44.068999999999996,35.51,02,0.574,0.8706,07_30,2020_01_02_07_30,0,0
2020_01_02_07_45,01,2.8784,872.78,865.45,209.43,7.4252,0.0,0.0,64.11,2.9576,589.44,578.99,208.1,10.784,10.236,-39.821,23.15,02,0.58,0.7302,07_45,2020_01_02_07_45,0,0
2020_01_02_08_00,01,2.9373,863.8,856.8,211.91,7.2905,0.0,0.0,62.35,3.03,588.36,576.41,209.35,11.544,17.238,-35.067,20.96,02,0.585,0.6169,08_00,2020_01_02_08_00,0,0
2020_01_02_08_15,01,3.0152,850.56,840.59,211.53,8.7686,0.0,0.0,61.0,3.1369,581.33,568.84,208.89,11.870999999999999,24.534000000000002,-30.113000000000003,20.17,02,0.588,0.5308,08_15,2020_01_02_08_15,0,0
2020_01_02_08_30,01,3.2426,959.05,950.19,212.61,7.7831,0.0,0.0,70.08,3.3565,652.55,634.35,211.9,13.53,78.555,-3.6485,21.98,02,0.597,0.3391,08_30,2020_01_02_08_30,0,1
2020_01_02_08_45,01,3.5679,996.92,987.41,215.31,7.9096,0.0,0.0,65.06,3.7148,712.8,695.01,211.77,12.796,155.88,29.815,11.2,02,0.607,0.1203,08_45,2020_01_02_08_45,1,2
2020_01_02_09_00,01,3.8538,978.12,969.8,213.34,7.4703,0.0,0.0,72.27,4.0681,662.46,648.64,215.69,11.699000000000002,190.98,37.513000000000005,23.33,02,0.614,0.499,09_00,2020_01_02_09_00,2,2
2020_01_02_09_15,01,4.1094,844.33,831.1,218.38,10.137,0.0,0.0,58.4,4.4328,589.99,571.41,219.84,14.373,225.04,54.132,15.89,02,0.62,0.1901,09_15,2020_01_02_09_15,2,2
2020_01_02_09_30,01,4.5512,900.7,888.18,225.04,9.5501,0.0,0.0,62.09,4.9133,630.91,612.79,229.83,13.724,258.11,87.634,15.5,02,0.634,0.4803,09_30,2020_01_02_09_30,2,2
2020_01_02_09_45,01,4.8792,921.04,909.81,224.83,8.9453,0.0,0.0,52.08,5.3019,700.01,680.91,231.34,13.38,289.33,159.47,4.03,02,0.643,0.6888,09_45,2020_01_02_09_45,2,2
2020_01_02_10_00,01,5.1408,883.49,872.81,229.09,8.9065,0.0,0.0,49.47,5.6164,677.06,663.02,232.39,11.664000000000001,313.22,195.31,3.63,02,0.653,0.8954,10_00,2020_01_02_10_00,2,2
2020_01_02_10_15,01,5.4613,803.78,791.93,228.09,9.8323,0.0,0.0,47.3,6.0633,609.27,592.75,233.16,13.338,342.2,217.07,5.04,02,0.6629999999999999,1.1176,10_15,2020_01_02_10_15,2,2
2020_01_02_10_30,01,5.7816,746.09,734.36,231.56,10.156,0.0,0.0,39.83,6.4246,591.37,576.97,236.14,12.639000000000001,363.44,236.34,2.22,02,0.672,1.3028,10_30,2020_01_02_10_30,2,2
2020_01_02_10_45,01,6.0142,856.45,845.52,227.45,9.1521,0.0,0.0,49.81,6.732,650.71,632.2,229.93,13.661,365.63,235.2,4.68,02,0.685,1.5599,10_45,2020_01_02_10_45,2,2
2020_01_02_11_00,01,6.3421,789.67,778.29,230.33,9.7241,0.0,0.0,48.54,7.146,591.14,571.12,235.68,14.908,393.24,253.1,6.72,02,0.6970000000000001,1.81,11_00,2020_01_02_11_00,2,2
2020_01_02_11_15,01,6.3105,929.51,920.11,232.96,8.1438,0.0,0.0,52.04,7.047,712.73,689.55,237.55,14.607999999999999,370.09,234.55,3.62,02,0.7,1.8721,11_15,2020_01_02_11_15,2,2
2020_01_02_11_30,01,6.5007,790.14,777.22,235.89,10.359000000000002,0.0,0.0,37.07,7.1964,648.71,635.37,240.02,11.615,351.62,223.06,0.74,02,0.71,2.657,11_30,2020_01_02_11_30,2,2
2020_01_02_11_45,01,6.8092,692.67,679.97,238.24,10.969000000000001,0.0,0.0,30.12,7.612,592.51,572.6,242.82,14.847000000000001,410.36,264.19,0.29,02,0.725,2.3591,11_45,2020_01_02_11_45,2,2
2020_01_02_12_00,01,6.9554,824.92,814.77,235.4,8.9829,0.0,0.0,44.48,7.7658,649.46,634.64,239.75,12.235,447.28,288.25,2.47,02,0.735,2.5404,12_00,2020_01_02_12_00,2,2
2020_01_02_12_15,01,7.2207,840.09,826.86,234.51,10.166,0.0,0.0,47.14,8.0348,648.45,632.24,240.41,12.806,398.58,250.68,3.51,02,0.742,2.687,12_15,2020_01_02_12_15,2,2
2020_01_02_12_30,01,7.3266,763.89,751.75,229.77,10.211,0.0,0.0,40.81,8.1742,605.85,588.24,236.38,13.811,412.81,260.44,2.22,02,0.747,2.7773,12_30,2020_01_02_12_30,2,2
2020_01_02_12_45,01,7.5625,717.94,700.32,229.67,12.690999999999999,0.0,0.0,37.74,8.4138,574.15,545.26,231.14,18.168,383.11,238.07,1.9,02,0.752,2.8648,12_45,2020_01_02_12_45,2,2
2020_01_02_13_00,01,7.6578,750.04,732.39,231.92,12.425999999999998,0.0,0.0,36.73,8.4471,612.51,589.38,237.05,15.737,392.61,245.9,1.04,02,0.757,2.9689,13_00,2020_01_02_13_00,2,2
2020_01_02_13_15,01,7.9352,610.25,598.11,232.36,11.421,0.0,0.0,26.54,8.6698,525.2,507.43,235.35,14.9,352.44,215.88,0.27,02,0.77,3.2059,13_15,2020_01_02_13_15,2,2
2020_01_02_13_30,01,7.9335,638.15,629.9,241.64,9.2098,0.0,0.0,27.38,8.6662,544.8,529.66,250.85,13.503,299.79,179.24,0.27,02,0.775,3.2921,13_30,2020_01_02_13_30,2,2
2020_01_02_13_45,01,7.9071,692.24,680.03,230.3,10.757,0.0,0.0,36.57,8.5577,544.03,525.44,237.31,14.975999999999999,212.26,121.28,2.21,02,0.779,3.3769,13_45,2020_01_02_13_45,2,2
2020_01_02_14_00,01,7.8292,619.75,611.29,228.16,9.465,0.0,0.0,29.83,8.3706,499.54,484.26,234.08,14.169,133.22,70.49600000000001,1.03,02,0.7879999999999999,3.5258,14_00,2020_01_02_14_00,2,2
2020_01_02_14_15,01,7.7755,684.41,678.1,233.0,7.7774,0.0,0.0,42.07,8.2755,503.7,491.03,236.08,12.843,106.64,57.091,7.37,02,0.792,3.5913,14_15,2020_01_02_14_15,2,2
2020_01_02_14_30,01,7.7364,624.76,617.69,236.4,8.6162,0.0,0.0,30.55,8.2364,499.93,489.71,242.15,11.58,110.36,64.01100000000001,1.21,02,0.797,3.6928,14_30,2020_01_02_14_30,2,2
2020_01_02_14_45,01,7.7907,638.32,630.43,227.8,9.001,0.0,0.0,32.71,8.2833,501.66,492.58,234.96,10.898,93.625,55.403,1.85,02,0.81,3.9189,14_45,2020_01_02_14_45,2,2
2020_01_02_15_00,01,7.852,718.0,711.65,228.56,7.6169,0.0,0.0,41.14,8.3146,540.69,526.36,231.92,13.186,81.93299999999999,46.227,4.57,02,0.823,4.1438,15_00,2020_01_02_15_00,2,2
2020_01_02_15_15,01,7.8851,581.93,570.88,221.16,11.16,0.0,0.0,32.04,8.3235,446.04,430.74,225.02,15.005,71.44,37.746,3.31,02,0.821,4.1106,15_15,2020_01_02_15_15,2,1
2020_01_02_15_30,01,7.8114,610.62,603.75,213.53,8.5946,0.0,0.0,33.56,8.2511,467.2,456.3,218.55,12.370999999999999,70.854,35.260999999999996,3.31,02,0.8290000000000001,4.2527,15_30,2020_01_02_15_30,1,1
2020_01_02_15_45,01,7.7952,645.08,636.39,214.85,9.3977,0.0,0.0,37.08,8.2144,484.29,473.85,218.83,11.890999999999998,50.813,22.934,4.72,02,0.826,4.2046,15_45,2020_01_02_15_45,1,1
2020_01_02_16_00,01,7.721,606.99,601.5,217.3,7.7058,0.0,0.0,39.39,8.0881,435.05,424.16,224.04,12.817,29.183000000000003,8.7014,10.8,02,0.825,4.1818,16_00,2020_01_02_16_00,1,0
2020_01_02_16_15,01,7.6616,548.93,543.89,217.98,7.7667,0.0,0.0,29.23,7.9859,419.43,411.56,223.95,11.094000000000001,11.147,-4.5695,2.8,02,0.8240000000000001,4.1555,16_15,2020_01_02_16_15,0,0
2020_01_02_16_30,01,7.5408,541.16,535.83,217.65,8.0404,0.0,0.0,39.88,7.796,364.78,356.29,223.55,12.359000000000002,5.5781,-10.263,23.61,02,0.8270000000000001,4.2098,16_30,2020_01_02_16_30,0,0
2020_01_02_16_45,01,7.4551,562.93,556.46,216.68,8.6815,0.0,0.0,32.16,7.7149,417.43,408.23,226.53,12.029000000000002,1.2742,-15.859000000000002,4.94,02,0.826,4.197,16_45,2020_01_02_16_45,0,0
2020_01_02_17_00,01,7.3542,470.68,466.6,219.87,7.5435,0.0,0.0,25.68,7.5479,348.7,341.35,229.24,11.754000000000001,0.0,-19.903,3.94,02,0.83,4.261,17_00,2020_01_02_17_00,0,0
2020_01_02_17_15,01,7.1994,477.95,474.9,215.53,6.4723,0.0,0.0,32.88,7.35,327.37,320.53,220.45,11.71,0.0,-22.776,17.17,02,0.838,4.4053,17_15,2020_01_02_17_15,0,0
2020_01_02_17_30,01,6.9495,483.26,478.43,215.12,8.096,0.0,0.0,37.95,7.1026,312.99,304.36,220.15,13.454,0.0,-19.539,34.33,02,0.848,4.5773,17_30,2020_01_02_17_30,0,0
2020_01_02_17_45,01,6.8741,522.02,518.29,219.24,6.8538,0.0,0.0,40.71,7.0055,339.94,333.15,223.48,11.454,0.0,-21.176,32.88,02,0.852,4.6472,17_45,2020_01_02_17_45,0,0
2020_01_02_18_00,01,6.7772,557.65,554.23,214.54,6.3449,0.0,0.0,49.06,6.8426,339.78,332.03,216.01,12.234000000000002,0.0,-25.601999999999997,58.79,02,0.8390000000000001,4.4109,18_00,2020_01_02_18_00,0,0
2020_01_02_18_15,01,6.6281,537.16,532.7,212.34,7.3792,0.0,0.0,40.99,6.7569,353.98,346.15,215.25,12.05,0.0,-20.883000000000003,29.23,02,0.835,4.3545,18_15,2020_01_02_18_15,0,0
2020_01_02_18_30,01,6.5871,595.49,590.35,210.45,7.522,0.0,0.0,48.49,6.7191,380.97,372.39,215.26,12.155999999999999,0.0,-18.686,40.09,02,0.848,4.5762,18_30,2020_01_02_18_30,0,0
2020_01_02_18_45,01,6.6235,563.48,559.72,214.82,6.622,0.0,0.0,44.96,6.7253,363.81,355.89,218.17,11.956,0.0,-19.795,36.44,02,0.8540000000000001,4.6787,18_45,2020_01_02_18_45,0,0
2020_01_02_19_00,01,6.6252,533.86,529.61,220.55,7.2305,0.0,0.0,44.63,6.6745,335.62,329.55,224.42,10.89,0.0,-19.425,46.09,02,0.853,4.6601,19_00,2020_01_02_19_00,0,0
2020_01_02_19_15,01,6.6402,554.11,549.44,229.22,7.4405,0.0,0.0,40.49,6.6892,373.12,366.24,236.2,11.003,0.0,-20.262999999999998,23.06,02,0.8390000000000001,4.4201,19_15,2020_01_02_19_15,0,0
2020_01_02_19_30,01,6.597,610.77,605.94,235.49,7.207,0.0,0.0,53.5,6.629,374.92,369.05,244.15,10.137,0.0,-17.955,56.69,02,0.8440000000000001,4.5087,19_30,2020_01_02_19_30,0,0
2020_01_02_19_45,01,6.7141,663.35,659.06,237.25,6.5148,0.0,0.0,54.1,6.7282,424.97,418.48,245.58,10.004,0.0,-17.477999999999998,40.05,02,0.8420000000000001,4.4775,19_45,2020_01_02_19_45,0,0
2020_01_02_20_00,01,6.7497,634.66,630.82,233.96,6.3034,0.0,0.0,52.67,6.7976,402.66,395.98,239.07,10.437000000000001,0.0,-15.638,43.64,02,0.845,4.5297,20_00,2020_01_02_20_00,0,0
2020_01_02_20_15,01,6.7637,658.83,655.11,238.84,6.0857,0.0,0.0,55.69,6.8222,413.94,407.21,246.0,10.325999999999999,0.0,-14.317,47.59,02,0.843,4.4828,20_15,2020_01_02_20_15,0,0
2020_01_02_20_30,01,6.5868,591.91,588.82,239.53,5.8577,0.0,0.0,43.17,6.737,400.64,393.31,245.89,10.952,0.0,-14.956,22.37,02,0.846,4.5459,20_30,2020_01_02_20_30,0,0
2020_01_02_20_45,01,6.4514,545.39,543.5,245.07,4.7642,0.0,0.0,42.2,6.5538,358.03,353.21,251.25,9.3923,0.0,-16.012999999999998,31.03,02,0.8390000000000001,4.4173,20_45,2020_01_02_20_45,0,0
2020_01_02_21_00,01,6.3923,556.97,554.51,246.74,5.3743,0.0,0.0,48.79,6.4457,341.59,336.59,251.49,9.796,0.0,-15.783,56.87,02,0.8390000000000001,4.4258,21_00,2020_01_02_21_00,0,0
2020_01_02_21_15,01,6.3033,546.16,543.73,246.58,5.3958,0.0,0.0,46.12,6.3816,342.35,338.52,249.92,8.5699,0.0,-14.842,47.85,02,0.843,4.4848,21_15,2020_01_02_21_15,0,0
2020_01_02_21_30,01,6.22,529.56,527.8,243.85,4.6629,0.0,0.0,43.03,6.3148,338.85,333.67,245.94,10.022,0.0,-15.089,39.81,02,0.841,4.4597,21_30,2020_01_02_21_30,0,0
2020_01_02_21_45,01,6.1154,507.8,505.46,249.7,5.4964,0.0,0.0,43.39,6.1839,315.39,311.48,253.38,9.0136,0.0,-16.174,51.04,02,0.84,4.427,21_45,2020_01_02_21_45,0,0
2020_01_02_22_00,01,6.0624,495.61,493.99,246.55,4.6398,0.0,0.0,42.73,6.0547,305.79,301.21,245.22,9.9062,0.0,-17.266,53.49,02,0.8370000000000001,4.3843,22_00,2020_01_02_22_00,0,0
2020_01_02_22_15,01,6.0555,562.73,561.15,252.22,4.2897,0.0,0.0,45.42,5.9974,361.62,358.35,256.59,7.6965,0.0,-16.657,38.4,02,0.836,4.3625,22_15,2020_01_02_22_15,0,0
2020_01_02_22_30,01,5.896,532.13,530.24,259.77,4.8179,0.0,0.0,48.02,5.8678,319.96,315.03,265.23,10.055,0.0,-16.482,65.34,02,0.8370000000000001,4.3852,22_30,2020_01_02_22_30,0,0
2020_01_02_22_45,01,5.8891,528.91,527.01,261.79,4.8526,0.0,0.0,47.72,5.7945,317.95,314.33,268.37,8.6467,0.0,-16.749000000000002,65.39,02,0.8320000000000001,4.2945,22_45,2020_01_02_22_45,0,0
2020_01_02_23_00,01,5.7581,522.88,521.03,262.13,4.8129,0.0,0.0,50.84,5.7177,298.56,293.51,270.87,10.533,0.0,-16.858,90.34,02,0.8320000000000001,4.2962,23_00,2020_01_02_23_00,0,0
2020_01_02_23_15,01,5.5728,502.87,501.91,267.4,3.5442,0.0,0.0,42.23,5.5566,314.69,310.52,273.9,9.3232,0.0,-19.795,47.45,02,0.8270000000000001,4.2083,23_15,2020_01_02_23_15,0,0
2020_01_02_23_30,01,5.4734,480.64,479.22,261.64,4.3975,0.0,0.0,41.88,5.3689,293.73,290.15,259.27,8.9393,0.0,-20.897,56.82,02,0.8240000000000001,4.1661,23_30,2020_01_02_23_30,0,0
2020_01_02_23_45,01,5.3141,460.16,459.1,260.61,3.8797,0.0,0.0,41.95,5.2295,272.76,268.0,263.22,10.692,0.0,-21.965,70.11,02,0.821,4.1039,23_45,2020_01_02_23_45,0,0
2020_01_02_00_00,01,5.0742,465.86,460.23,279.6,8.9025,0.0,0.0,48.17,4.9795,251.48,246.28,290.14,11.647,0.0,-27.678,118.36,02,0.8190000000000001,4.779,00_00,2020_01_02_00_00,0,0
2020_01_03_00_15,01,4.9764,572.2,570.72,292.06,4.1152,0.0,0.0,62.78,4.7473,295.79,291.42,288.39,9.8386,0.0,-24.746,145.29,03,0.8109999999999999,3.9408,00_15,2020_01_03_00_15,0,0
2020_01_03_00_30,01,4.791,552.74,551.29,297.62,4.1585,0.0,0.0,58.65,4.6478,294.37,289.71,296.41,10.193999999999999,0.0,-21.747,128.1,03,0.8079999999999999,3.8766,00_30,2020_01_03_00_30,0,0
2020_01_03_00_45,01,4.6032,526.08,524.25,300.51,4.7823,0.0,0.0,52.05,4.5316,295.97,289.81,294.36,11.685,0.0,-22.015,97.56,03,0.795,3.6541,00_45,2020_01_03_00_45,0,0
2020_01_03_01_00,01,4.3158,408.6,404.28,310.23,8.3253,0.0,0.0,38.71,4.3732,233.73,223.62,308.82,16.844,0.0,-26.432,85.12,03,0.782,3.4286,01_00,2020_01_03_01_00,0,0
2020_01_03_01_15,01,4.1183,495.19,492.4,325.96,6.0856,0.0,0.0,51.51,4.1405,267.05,257.62,325.25,15.225,0.0,-24.646,119.94,03,0.768,3.169,01_15,2020_01_03_01_15,0,0
2020_01_03_01_30,01,3.9189,375.27,370.25,332.09,9.3689,0.0,0.0,39.84,3.9309,194.1,165.52,313.26,31.083000000000002,0.0,-34.795,137.63,03,0.757,2.9574,01_30,2020_01_03_01_30,0,0
2020_01_03_01_45,01,3.7422,350.85,347.67,328.31,7.7173,0.0,0.0,35.16,3.7429,188.81,171.52,310.85,24.511,0.0,-31.805999999999997,112.8,03,0.7490000000000001,2.8181,01_45,2020_01_03_01_45,0,0
2020_01_03_02_00,01,3.6686,426.86,424.73,339.03,5.7284,0.0,0.0,48.66,3.4958,209.66,200.14,334.13,17.255,0.0,-32.928000000000004,172.26,03,0.733,2.5118,02_00,2020_01_03_02_00,0,0
2020_01_03_02_15,01,3.653,410.12,409.33,343.54,3.5463,0.0,0.0,49.51,3.3741,189.77,183.99,333.83,14.140999999999998,0.0,-29.924,209.11,03,0.727,2.4006,02_15,2020_01_03_02_15,0,0
2020_01_03_02_30,01,3.5309,397.73,397.46,344.13,2.1153,0.0,0.0,47.46,3.2114,186.16,182.54,336.0,11.290999999999999,0.0,-28.72,201.7,03,0.723,2.3079,02_30,2020_01_03_02_30,0,0
2020_01_03_02_45,01,3.3666,470.97,470.7,343.71,1.9356,0.0,0.0,57.84,2.9149,215.37,211.79,338.17,10.443,0.0,-29.09,218.13,03,0.711,2.772,02_45,2020_01_03_02_45,0,0
2020_01_03_03_00,01,3.1265,500.26,498.37,340.45,4.9822,0.0,0.0,61.16,2.7127,230.35,224.66,333.91,12.729000000000001,0.0,-30.094,214.24,03,0.7070000000000001,1.9943,03_00,2020_01_03_03_00,0,0
2020_01_03_03_15,01,2.7621,502.48,501.44,327.75,3.6935,0.0,0.0,61.55,2.4513,230.9,226.68,320.67,10.950999999999999,0.0,-30.094,215.54,03,0.696,1.7957,03_15,2020_01_03_03_15,0,0
2020_01_03_03_30,01,2.466,497.47,496.32,327.63,3.8877,0.0,0.0,56.54,2.2634,247.51,242.85,319.95,11.117,0.0,-27.973000000000003,166.86,03,0.685,1.5601,03_30,2020_01_03_03_30,0,0
2020_01_03_03_45,01,2.4555,476.0,472.36,335.31,7.0832,0.0,0.0,63.37,2.1833,197.71,186.47,338.65,19.313,0.0,-16.934,278.75,03,0.6940000000000001,1.7521,03_45,2020_01_03_03_45,0,0
2020_01_03_04_00,01,2.4452,394.06,392.27,342.74,5.4662,0.0,0.0,51.48,2.2998,168.74,155.8,336.97,22.433000000000003,0.0,-2.9798,260.95,03,0.698,1.8302,04_00,2020_01_03_04_00,0,0
2020_01_03_04_15,01,2.3742,315.73,311.8,341.02,9.0393,0.0,0.0,37.52,2.4206,151.65,142.53,323.09,19.864,0.0,-0.4221,190.75,03,0.69,1.6631,04_15,2020_01_03_04_15,0,0
2020_01_03_04_30,01,2.434,329.23,323.85,338.85,10.357999999999999,0.0,0.0,33.61,2.5468,182.27,172.11,328.62,19.125,0.0,-0.339,108.23,03,0.7020000000000001,1.9024,04_30,2020_01_03_04_30,0,0
2020_01_03_04_45,01,2.3289,355.36,351.77,321.78,8.1447,0.0,0.0,32.14,2.5089,214.57,209.19,318.43,12.831,0.0,-1.0179,64.82,03,0.701,1.8762,04_45,2020_01_03_04_45,0,0
2020_01_03_05_00,01,2.2819,366.2,362.36,326.86,8.2943,0.0,0.0,30.12,2.5491,233.85,226.87,324.67,13.995,0.0,-1.9967,41.54,03,0.701,1.8874,05_00,2020_01_03_05_00,0,0
2020_01_03_05_15,01,2.3101,304.13,298.72,323.51,10.806,0.0,0.0,21.97,2.6082,206.52,197.77,313.53,16.68,0.0,-2.3977,21.3,03,0.703,1.9276,05_15,2020_01_03_05_15,0,0
2020_01_03_05_30,01,2.3183,229.64,223.99,324.83,12.715,0.0,0.0,15.59,2.6414,158.1,147.13,313.79,21.334,0.0,-2.5549,15.91,03,0.7040000000000001,1.9479,05_30,2020_01_03_05_30,0,0
2020_01_03_05_45,01,2.355,259.1,254.47,324.64,10.823,0.0,0.0,18.36,2.6414,176.13,168.05,310.53,17.358,0.0,-2.8609,19.81,03,0.7040000000000001,1.9455,05_45,2020_01_03_05_45,0,0
2020_01_03_06_00,01,2.3764,275.43,271.69,318.67,9.4461,0.0,0.0,14.8,2.7019,206.17,201.0,312.78,12.83,0.0,-3.094,3.39,03,0.6990000000000001,1.8423,06_00,2020_01_03_06_00,0,0
2020_01_03_06_15,01,2.3287,245.92,242.56,314.95,9.4734,0.0,0.0,12.97,2.6723,181.67,176.86,302.9,13.181,0.0,-3.9285,3.37,03,0.691,1.6789,06_15,2020_01_03_06_15,0,0
2020_01_03_06_30,01,2.2852,255.74,251.9,309.92,9.9213,0.0,0.0,9.4,2.6038,200.78,196.76,303.09,11.469000000000001,0.0,-3.8058,0.18,03,0.6890000000000001,1.6533,06_30,2020_01_03_06_30,0,0
2020_01_03_06_45,01,2.2215,310.6,303.98,322.3,11.827,0.0,0.0,14.55,2.5829,240.95,233.9,317.02,13.860999999999999,0.0,-3.9766,1.17,03,0.688,1.6199,06_45,2020_01_03_06_45,0,0
2020_01_03_07_00,01,2.1549,347.22,343.23,328.29,8.6841,0.0,0.0,13.89,2.504,279.37,272.28,324.83,12.902000000000001,0.0,-4.2467,0.27,03,0.667,1.187,07_00,2020_01_03_07_00,0,0
2020_01_03_07_15,01,2.066,339.18,333.06,323.68,10.883,0.0,0.0,13.79,2.4298,271.94,262.97,323.39,14.716,0.0,-4.0835,0.32,03,0.6559999999999999,0.9698,07_15,2020_01_03_07_15,0,0
2020_01_03_07_30,01,1.9974,402.07,398.77,322.65,7.3408,0.0,0.0,21.6,2.3648,305.32,295.38,323.84,14.615,0.6672,-3.3705,3.07,03,0.648,0.7997,07_30,2020_01_03_07_30,0,0
2020_01_03_07_45,01,1.9574,376.99,370.82,336.26,10.363,0.0,0.0,24.36,2.3125,269.86,256.31,326.1,18.154,3.9756,-1.2063,10.68,03,0.643,0.687,07_45,2020_01_03_07_45,0,1
2020_01_03_08_00,01,1.9496,378.52,369.06,352.34,12.804,0.0,0.0,37.24,2.3069,215.78,200.57,347.89,21.505,10.029,2.7492,92.98,03,0.633,0.4788,08_00,2020_01_03_08_00,1,1
2020_01_03_08_15,01,1.9364,329.87,322.95,351.44,11.732000000000001,0.0,0.0,37.44,2.3106,166.42,152.02,353.42,23.833000000000002,17.342,6.8362,161.6,03,0.632,0.4503,08_15,2020_01_03_08_15,1,1
2020_01_03_08_30,01,1.9127,427.73,422.57,348.65,8.8957,0.0,0.0,36.38,2.3148,269.49,256.38,341.84,17.869,32.055,15.62,47.95,03,0.614,0.413,08_30,2020_01_03_08_30,1,1
2020_01_03_08_45,01,1.8907,454.42,447.75,344.4,9.8119,0.0,0.0,42.88,2.3286,267.79,256.1,340.52,16.922,47.077,24.112,77.27,03,0.603,0.2063,08_45,2020_01_03_08_45,1,1
2020_01_03_09_00,01,1.9339,413.58,405.48,350.64,11.337,0.0,0.0,37.59,2.4102,251.06,225.59,348.05,25.801,57.801,29.46,64.61,03,0.602,0.2226,09_00,2020_01_03_09_00,1,1
2020_01_03_09_15,01,1.9041,403.35,393.41,10.770999999999999,12.715,0.0,0.0,32.72,2.3724,262.18,243.23,15.575999999999999,21.78,46.162,22.160999999999998,37.41,03,0.598,0.319,09_15,2020_01_03_09_15,1,2
2020_01_03_09_30,01,1.9108,365.88,358.57,359.49,11.455,0.0,0.0,34.63,2.4692,219.17,204.02,358.52,21.299,93.887,49.422,74.41,03,0.601,0.2489,09_30,2020_01_03_09_30,2,2
2020_01_03_09_45,01,1.9057,358.64,349.17,5.3871,13.16,0.0,0.0,24.86,2.4531,261.04,248.21,21.127,17.956,105.26,52.747,13.23,03,0.5920000000000001,0.4555,09_45,2020_01_03_09_45,2,2
2020_01_03_10_00,01,1.8985,272.71,252.38,346.81,22.115,0.0,0.0,12.54,2.4069,239.36,206.15,354.13,30.171999999999997,98.59299999999999,52.949,0.31,03,0.5870000000000001,0.5696,10_00,2020_01_03_10_00,2,2
