time_stamp,Month,Average 60 m temperature,Average 60 m wind speed,Vector-averaged 60 m wind speed,Vector-averaged 60 m wind direction,Standard deviation of 60 m wind direction,Total precipitaion for the period,Estimated heat flux,Estimated friction velocity,Average 10 m temperature,Average 10 m wind speed,Vector-averaged 10 m wind speed,Vector-averaged 10 m wind direction,Standard deviation of 10 m wind direction,Average global irrradiation,Average net radiation,Estimated surface roughness length,day_month,Average 10 m vapor pressure,Average 10 m dew point temperature,hour_min,time_stamp,target,p_target
2020_04_27_15_00,04,15.555,968.1,951.82,203.57,10.504000000000001,0.0,0.0,55.6,15.455,725.56,708.04,209.88,12.588,63.294,33.177,4.75,27,0.955,6.2707,15_00,2020_04_27_15_00,1,2
2020_04_27_15_15,04,15.71,813.76,795.25,201.43,12.218,0.0,0.0,36.39,15.662,659.75,644.43,207.5,12.34,96.375,58.772,0.59,27,0.9690000000000001,6.485,15_15,2020_04_27_15_15,2,2
2020_04_27_15_30,04,15.577,926.49,914.29,205.99,9.2959,0.0,0.0,48.03,15.550999999999998,718.84,701.67,211.01,12.515,101.04,61.98,2.16,27,0.998,6.9139,15_30,2020_04_27_15_30,2,2
2020_04_27_15_45,04,15.324000000000002,746.38,733.21,205.05,10.76,0.0,0.0,45.31,15.306,549.63,532.28,215.2,14.392999999999999,63.675,37.223,6.92,27,1.34,7.4301,15_45,2020_04_27_15_45,2,1
2020_04_27_16_00,04,14.687000000000001,721.41,714.27,207.25,8.0603,0.2,0.0,37.2,14.649000000000001,559.22,545.57,213.26,12.654000000000002,28.987,11.1,2.1,27,1.73,7.9684,16_00,2020_04_27_16_00,1,1
2020_04_27_16_15,04,14.184000000000001,596.14,592.22,200.6,6.5672,0.0,0.0,54.58,13.433,358.07,349.5,204.61,12.53,56.648999999999994,30.754,67.87,27,1.155,9.645,16_15,2020_04_27_16_15,1,1
2020_04_27_16_30,04,14.648,644.27,636.75,204.75,8.7506,0.0,0.0,55.63,13.964,401.48,393.22,208.98,11.624,50.286,27.74,51.87,27,1.172,9.2708,16_30,2020_04_27_16_30,1,1
2020_04_27_16_45,04,14.423,592.11,586.09,205.86,8.1676,0.0,0.0,42.18,14.062999999999999,407.9,400.17,213.47,11.148,24.037,7.9665,18.97,27,1.165,9.1885,16_45,2020_04_27_16_45,1,1
2020_04_27_17_00,04,14.644,535.86,532.78,203.11,6.1413,0.0,0.0,45.69,14.137,336.24,330.16,207.27,10.898,19.936,6.7903,48.94,27,1.1740000000000002,9.3002,17_00,2020_04_27_17_00,1,1
2020_04_27_17_15,04,14.729000000000001,491.24,488.17,199.75,6.398,0.0,0.0,39.93,14.192,316.75,311.79,200.5,10.129,13.892999999999999,3.2003,38.69,27,1.183,9.4215,17_15,2020_04_27_17_15,1,1
2020_04_27_17_30,04,14.857999999999999,487.09,481.95,202.17,8.3214,0.0,0.0,41.03,14.318,308.05,302.55,195.45,10.828,25.144000000000002,12.040999999999999,46.05,27,1.181,9.393,17_30,2020_04_27_17_30,1,1
2020_04_27_17_45,04,15.024000000000001,542.27,536.75,204.18,8.1769,0.0,0.0,41.7,14.606,360.32,351.67,201.63,12.550999999999998,27.991999999999997,12.749,28.93,27,1.1740000000000002,9.301,17_45,2020_04_27_17_45,1,1
2020_04_27_18_00,04,15.222999999999999,573.43,567.26,205.47,8.4017,0.0,0.0,42.21,14.876,389.2,379.04,205.21,13.087,25.158,11.213,22.8,27,1.178,9.3475,18_00,2020_04_27_18_00,1,1
2020_04_27_18_15,04,15.375,617.19,611.37,206.57,7.8634,0.0,0.0,40.93,15.083,438.43,429.13,209.8,11.8,22.809,6.9682,12.38,27,1.175,9.32,18_15,2020_04_27_18_15,1,0
2020_04_27_18_30,04,15.409,612.2,606.01,207.54,8.1464,0.0,0.0,39.95,15.140999999999998,437.1,425.54,209.04,13.172,2.8274,-2.596,11.28,27,1.203,9.6635,18_30,2020_04_27_18_30,0,0
2020_04_27_18_45,04,15.389000000000001,613.58,609.18,204.35,6.8612,0.0,0.0,38.01,15.124,446.7,439.74,203.88,10.11,1.4096,-3.4748,8.09,27,1.215,9.8108,18_45,2020_04_27_18_45,0,0
2020_04_27_19_00,04,15.35,484.76,479.96,198.83,8.065,0.0,0.0,31.46,15.007,345.76,337.95,198.5,12.18,0.2696,-4.5818,11.09,27,1.225,9.9382,19_00,2020_04_27_19_00,0,0
2020_04_27_19_15,04,15.314,508.65,505.78,191.48,6.0803,0.0,0.0,36.79,14.969000000000001,345.89,341.0,187.2,9.6245,0.0,-8.2138,21.28,27,1.229,9.9818,19_15,2020_04_27_19_15,0,0
2020_04_27_19_30,04,15.279000000000002,537.16,533.87,195.35,6.3401,0.0,0.0,37.22,14.905,372.6,366.32,193.48,10.51,0.0,-8.1264,16.57,27,1.2429999999999999,10.0,19_30,2020_04_27_19_30,0,0
2020_04_27_19_45,04,15.298,513.67,509.59,194.22,7.2165,0.0,0.0,41.06,14.915999999999999,333.14,327.86,191.93,10.199,0.0,-5.6579,36.0,27,1.244,10.0,19_45,2020_04_27_19_45,0,0
2020_04_27_20_00,04,15.263,505.17,500.95,195.33,7.401,0.0,0.0,37.83,14.875,337.65,331.25,187.99,11.152000000000001,0.0,-9.7253,25.87,27,1.253,10.0,20_00,2020_04_27_20_00,0,0
2020_04_27_20_15,04,15.122,466.54,460.59,189.9,9.1472,0.0,0.0,39.39,14.744000000000002,291.23,284.43,176.12,12.374,0.0,-15.138,48.59,27,1.253,10.0,20_15,2020_04_27_20_15,0,0
2020_04_27_20_30,04,15.052999999999999,430.64,426.13,188.66,8.2878,0.0,0.0,36.6,14.651,268.25,261.96,175.31,12.4,0.0,-10.165,49.8,27,1.262,10.0,20_30,2020_04_27_20_30,0,0
2020_04_27_20_45,04,15.020999999999999,392.51,386.78,181.51,9.7826,0.0,0.0,29.56,14.58,261.0,251.71,148.97,15.286,0.0,-6.3041,26.95,27,1.261,10.0,20_45,2020_04_27_20_45,0,0
2020_04_27_21_00,04,14.994000000000002,392.39,386.44,183.12,9.971,0.0,0.0,34.02,14.398,243.14,237.23,144.89,12.624,0.0,-2.0539,53.47,27,1.2670000000000001,10.0,21_00,2020_04_27_21_00,0,0
2020_04_27_21_15,04,14.81,347.32,100.86,86.771,68.232,0.0,0.0,12.82,14.354000000000001,284.25,185.15,59.461999999999996,47.827,0.0,-3.6055,0.12,27,1.28,10.0,21_15,2020_04_27_21_15,0,0
2020_04_27_21_30,04,13.350999999999999,673.73,664.58,29.103,9.4399,0.0,0.0,47.95,13.315999999999999,463.45,441.39,37.165,17.672,0.0,-5.1225,19.04,27,1.32,11.0,21_30,2020_04_27_21_30,0,0
2020_04_27_21_45,04,12.890999999999998,558.48,508.36,29.224,24.266,0.8,0.0,42.63,12.405,371.48,311.95,37.015,32.428000000000004,0.0,-4.0319,28.11,27,1.383,11.0,21_45,2020_04_27_21_45,0,0
2020_04_27_22_00,04,12.745999999999999,432.68,421.4,24.679000000000002,13.078,0.0,0.0,31.93,12.024000000000001,291.94,263.17,37.836,25.430999999999997,0.0,-3.855,23.61,27,1.4180000000000001,12.0,22_00,2020_04_27_22_00,0,0
2020_04_27_22_15,04,13.350999999999999,322.36,319.4,31.337,7.7629,0.0,0.0,16.14,12.001,247.35,235.72,45.733000000000004,17.559,0.0,-3.6305,1.91,27,1.429,12.0,22_15,2020_04_27_22_15,0,0
2020_04_27_22_30,04,13.345,202.21,198.31,55.033,11.253,0.0,99999.0,99999.0,12.036,205.78,199.45,87.292,14.199000000000002,0.0,-4.2338,99999.0,27,1.429,12.0,22_30,2020_04_27_22_30,0,0
2020_04_27_22_45,04,13.069,231.87,227.77,110.75,10.776,0.0,99999.0,99999.0,11.940999999999999,208.51,200.21,145.88,16.155,0.0,-4.4964,99999.0,27,1.4280000000000002,12.0,22_45,2020_04_27_22_45,0,0
2020_04_27_23_00,04,13.19,216.38,215.7,127.98,4.5165,0.0,99999.0,99999.0,11.914000000000001,196.0,192.97,169.13,10.062000000000001,0.0,-3.7069,99999.0,27,1.425,12.0,23_00,2020_04_27_23_00,0,0
2020_04_27_23_15,04,12.860999999999999,315.54,314.3,151.91,5.0875,0.0,0.0,12.5,11.933,254.09,251.57,178.25,8.0639,0.0,-3.3156,0.25,27,1.44,12.0,23_15,2020_04_27_23_15,0,0
2020_04_27_23_30,04,12.74,429.85,428.89,152.47,3.8437,0.0,0.0,30.87,11.932,292.7,286.57,157.03,11.720999999999998,0.0,-6.6744,20.61,27,1.444,12.0,23_30,2020_04_27_23_30,0,0
2020_04_27_23_45,04,12.459000000000001,412.06,410.99,143.3,4.1196,0.0,0.0,37.5,11.890999999999998,247.48,241.01,144.33,13.095,0.0,-3.0609,66.92,27,1.429,12.0,23_45,2020_04_27_23_45,0,0
2020_04_27_00_00,04,12.44,383.39,382.13,143.17,4.6568,0.0,0.0,37.2,11.887,219.78,211.06,147.71,16.129,0.0,-4.4106,88.93,27,1.426,12.0,00_00,2020_04_27_00_00,0,0
2020_04_28_00_15,04,12.64,289.36,286.18,137.06,8.4944,0.0,0.0,23.38,11.895999999999999,186.62,173.25,108.85,21.680999999999997,0.0,-0.9807,37.97,28,1.4380000000000002,12.0,00_15,2020_04_28_00_15,0,0
2020_04_28_00_30,04,13.09,403.75,403.46,154.3,2.181,0.0,0.0,27.85,11.884,281.4,278.67,151.96,7.9741,0.0,-1.5357,15.91,28,1.431,12.0,00_30,2020_04_28_00_30,0,0
2020_04_28_00_45,04,13.120999999999999,335.72,334.29,160.78,5.2889,3.4,0.0,30.68,11.869000000000002,201.15,174.1,155.77,29.7,0.0,-1.5147,68.07,28,1.433,12.0,00_45,2020_04_28_00_45,0,0
2020_04_28_01_00,04,13.074000000000002,343.48,343.09,165.51,2.7236,0.0,0.0,27.9,11.85,217.49,213.46,165.89,11.022,0.0,-9.8693,41.41,28,1.433,12.0,01_00,2020_04_28_01_00,0,0
2020_04_28_01_15,04,12.825999999999999,449.15,448.12,176.07,3.8816,0.0,0.0,56.43,11.782,201.97,200.25,166.38,7.4743,0.0,-5.7832,230.7,28,1.422,12.0,01_15,2020_04_28_01_15,0,0
2020_04_28_01_30,04,13.011,601.36,600.87,179.01,2.3031,0.0,0.0,83.66,11.844000000000001,235.6,232.29,170.58,9.6099,0.0,-3.5151,315.22,28,1.429,12.0,01_30,2020_04_28_01_30,0,0
2020_04_28_01_45,04,14.217,685.06,684.28,181.18,2.7372,0.0,0.0,96.27,11.989,264.21,262.07,173.95,7.2874,0.0,-4.2109,324.61,28,1.4409999999999998,12.0,01_45,2020_04_28_01_45,0,0
2020_04_28_02_00,04,13.525,617.57,616.12,175.19,3.9188,0.0,0.0,81.04,12.093,262.89,259.28,173.94,9.4989,0.0,-10.448,264.62,28,1.463,12.0,02_00,2020_04_28_02_00,0,0
2020_04_28_02_15,04,13.196,455.06,451.93,167.05,6.7161,0.0,0.0,40.23,12.132,276.57,272.38,168.28,9.973,0.0,-13.445,60.01,28,1.454,12.0,02_15,2020_04_28_02_15,0,0
2020_04_28_02_30,04,12.860999999999999,552.4,550.37,172.37,4.9144,0.0,0.0,51.51,12.014000000000001,325.49,322.08,177.13,8.2895,0.0,-14.947000000000001,75.16,28,1.4340000000000002,12.0,02_30,2020_04_28_02_30,0,0
2020_04_28_02_45,04,12.735999999999999,523.0,521.13,173.99,4.8536,0.0,0.0,49.69,11.909,304.1,300.37,179.42,8.9627,0.0,-13.265999999999998,81.58,28,1.422,12.0,02_45,2020_04_28_02_45,0,0
2020_04_28_03_00,04,12.745,606.04,604.4,178.7,4.2054,0.0,0.0,67.28,11.856,311.17,307.65,181.2,8.6242,0.0,-12.065,150.28,28,1.425,12.0,03_00,2020_04_28_03_00,0,0
2020_04_28_03_15,04,12.745999999999999,622.87,621.13,175.94,4.2776,0.0,0.0,68.22,11.809000000000001,323.45,319.73,176.59,8.6817,0.0,-18.768,143.36,28,1.4240000000000002,12.0,03_15,2020_04_28_03_15,0,0
2020_04_28_03_30,04,12.709000000000001,493.79,491.43,169.51,5.5985,0.0,0.0,46.45,11.77,288.0,284.16,174.3,9.3441,0.0,-18.73,79.08,28,1.4080000000000001,12.0,03_30,2020_04_28_03_30,0,0
2020_04_28_03_45,04,12.573,494.14,492.62,172.81,4.4927,0.0,0.0,54.01,11.8,256.8,252.77,167.1,10.142000000000001,0.0,-11.724,142.65,28,1.4069999999999998,12.0,03_45,2020_04_28_03_45,0,0
2020_04_28_04_00,04,12.575999999999999,422.78,421.05,175.98,5.1733,0.0,0.0,46.01,11.886,220.04,217.77,161.46,8.2386,0.0,-10.864,141.18,28,1.3980000000000001,11.0,04_00,2020_04_28_04_00,0,0
2020_04_28_04_15,04,12.694,389.49,387.88,179.64,5.2163,0.0,0.0,40.1,11.952,211.61,209.29,165.85,8.4984,0.0,-13.113,115.54,28,1.405,11.0,04_15,2020_04_28_04_15,0,0
2020_04_28_04_30,04,12.399000000000001,453.51,452.71,172.71,3.3986,0.0,0.0,47.58,11.681,243.23,241.45,165.69,6.9362,0.0,-16.385,123.46,28,1.389,11.0,04_30,2020_04_28_04_30,0,0
2020_04_28_04_45,04,12.183,530.57,528.76,176.92,4.7401,0.0,0.0,62.69,11.475,255.43,252.97,164.54,7.9387,0.7702,-14.533,188.43,28,1.3719999999999999,11.0,04_45,2020_04_28_04_45,0,0
2020_04_28_05_00,04,12.026,486.35,485.28,182.85,3.8012,0.0,0.0,52.27,11.401,257.08,255.61,175.75,6.113,6.7876,-7.0513,133.31,28,1.367,11.0,05_00,2020_04_28_05_00,0,1
2020_04_28_05_15,04,12.069,507.15,504.74,189.21,5.5907,0.0,0.0,52.65,11.252,277.08,274.38,179.98,8.001,25.309,5.4055,115.59,28,1.358,11.0,05_15,2020_04_28_05_15,1,1
2020_04_28_05_30,04,12.272,516.32,514.83,198.82,4.3499,0.0,0.0,48.17,11.467,306.51,302.53,199.24,9.2303,64.125,30.153000000000002,73.61,28,1.3519999999999999,11.0,05_30,2020_04_28_05_30,1,2
2020_04_28_05_45,04,12.248,517.25,515.44,199.16,4.7963,0.0,0.0,42.65,11.710999999999999,334.2,328.29,203.08,10.777000000000001,113.32,62.324,40.17,28,1.355,11.0,05_45,2020_04_28_05_45,2,2
2020_04_28_06_00,04,12.304,449.34,446.23,201.61,6.7413,0.0,0.0,34.68,11.908,304.61,298.22,199.61,11.728,124.17,67.986,27.12,28,1.367,11.0,06_00,2020_04_28_06_00,2,2
2020_04_28_06_15,04,12.378,440.52,437.46,203.91,6.7453,0.0,0.0,33.16,12.09,305.17,299.52,205.01,11.022,145.48,83.775,22.73,28,1.365,11.0,06_15,2020_04_28_06_15,2,2
2020_04_28_06_30,04,12.52,435.06,431.4,201.83,7.4222,0.0,0.0,28.68,12.418,324.98,320.13,201.17,9.8926,170.69,99.546,9.33,28,1.379,11.0,06_30,2020_04_28_06_30,2,2
2020_04_28_06_45,04,12.774000000000001,448.48,443.42,205.54,8.6076,0.0,0.0,26.87,12.714,353.95,347.38,205.63,11.033,243.03,142.61,4.25,28,1.386,11.0,06_45,2020_04_28_06_45,2,2
2020_04_28_07_00,04,13.007,464.15,459.23,207.51,8.3429,0.0,0.0,24.18,13.095,386.68,379.53,208.21,11.015,292.37,165.32,1.28,28,1.4,11.0,07_00,2020_04_28_07_00,2,2
2020_04_28_07_15,04,13.224,471.1,466.79,203.91,7.7537,0.0,0.0,19.08,13.350999999999999,418.82,409.16,209.58,12.299000000000001,293.46,164.98,0.1,28,1.411,12.0,07_15,2020_04_28_07_15,2,2
2020_04_28_07_30,04,13.548,406.85,401.23,214.63,9.5185,0.0,0.0,15.71,13.69,368.34,357.28,219.69,14.034,389.38,217.97,0.04,28,1.405,12.0,07_30,2020_04_28_07_30,2,2
2020_04_28_07_45,04,14.115,321.97,316.58,217.4,10.472999999999999,0.0,99999.0,99999.0,14.315,346.13,328.94,217.56,18.051,464.72,281.33,99999.0,28,1.439,12.0,07_45,2020_04_28_07_45,2,2
2020_04_28_08_00,04,14.722999999999999,396.21,386.94,228.12,12.389000000000001,0.0,99999.0,99999.0,14.922,391.4,380.27,236.11,13.658,437.38,273.62,99999.0,28,1.463,12.0,08_00,2020_04_28_08_00,2,2
2020_04_28_08_15,04,15.062999999999999,479.72,476.0,223.6,7.1326,0.0,0.0,18.05,15.343,435.42,426.19,225.27,11.795,547.52,351.64,0.03,28,1.452,12.0,08_15,2020_04_28_08_15,2,2
2020_04_28_08_30,04,15.710999999999999,389.38,378.7,236.36,13.418,0.0,99999.0,99999.0,16.053,408.18,389.47,246.98,17.340999999999998,610.63,390.63,99999.0,28,1.485,12.0,08_30,2020_04_28_08_30,2,2
2020_04_28_08_45,04,15.994000000000002,365.13,358.73,238.54,10.725,0.0,99999.0,99999.0,16.331,391.77,376.19,240.74,16.151,595.37,383.46,99999.0,28,1.4769999999999999,12.0,08_45,2020_04_28_08_45,2,2
2020_04_28_09_00,04,16.412,360.32,351.1,230.75,12.956,0.0,99999.0,99999.0,16.759,375.77,353.3,235.64,19.808,586.78,380.38,99999.0,28,1.472,12.0,09_00,2020_04_28_09_00,2,2
2020_04_28_09_15,04,16.695,329.87,317.19,248.44,15.877,0.0,99999.0,99999.0,17.055999999999997,369.56,350.63,255.86,18.33,556.96,358.23,99999.0,28,1.459,12.0,09_15,2020_04_28_09_15,2,2
2020_04_28_09_30,04,16.947,298.04,277.38,217.55,21.323,0.0,99999.0,99999.0,17.301,334.16,307.83,222.86,22.735,581.32,378.01,99999.0,28,1.465,12.0,09_30,2020_04_28_09_30,2,2
2020_04_28_09_45,04,16.951,345.93,337.94,218.35,12.309000000000001,0.0,99999.0,99999.0,17.282,372.79,360.11,216.36,14.943,604.55,394.24,99999.0,28,1.4380000000000002,12.0,09_45,2020_04_28_09_45,2,2
2020_04_28_10_00,04,17.409000000000002,303.72,291.56,226.1,16.21,0.0,99999.0,99999.0,17.869,344.8,326.17,234.17,18.826,782.36,531.44,99999.0,28,1.492,12.0,10_00,2020_04_28_10_00,2,2
2020_04_28_10_15,04,17.706,311.07,297.36,216.95,17.009,0.0,99999.0,99999.0,18.147000000000002,346.34,315.53,225.68,24.156999999999996,822.97,561.9,99999.0,28,1.48,12.0,10_15,2020_04_28_10_15,2,2
2020_04_28_10_30,04,17.874000000000002,352.39,338.08,202.37,16.325,0.0,99999.0,99999.0,18.305,372.35,345.9,213.97,21.59,839.99,578.3,99999.0,28,1.465,12.0,10_30,2020_04_28_10_30,2,2
2020_04_28_10_45,04,18.188,324.85,309.17,201.52,17.794,0.0,99999.0,99999.0,18.553,320.72,286.55,202.44,26.436999999999998,863.13,595.72,99999.0,28,1.4809999999999999,12.0,10_45,2020_04_28_10_45,2,2
2020_04_28_11_00,04,18.665,377.47,362.08,202.88,16.358,0.0,99999.0,99999.0,19.287,360.5,301.25,220.6,32.838,862.65,595.8,99999.0,28,1.492,12.0,11_00,2020_04_28_11_00,2,2
2020_04_28_11_15,04,19.197,407.84,393.04,188.37,15.43,0.0,99999.0,99999.0,19.785999999999998,388.49,353.03,201.96,24.474,888.1,600.08,99999.0,28,1.4969999999999999,12.0,11_15,2020_04_28_11_15,2,2
2020_04_28_11_30,04,19.464000000000002,468.53,450.38,186.78,15.943,0.0,0.0,23.91,20.315,409.11,381.48,184.57,21.052,867.91,585.64,0.61,28,1.4709999999999999,12.0,11_30,2020_04_28_11_30,2,2
2020_04_28_11_45,04,19.902,457.58,439.48,186.3,16.108,0.0,0.0,6.43,20.878,417.38,388.32,191.83,21.373,947.0,649.76,0.0,28,1.473,12.0,11_45,2020_04_28_11_45,2,2
2020_04_28_12_00,04,20.122,498.42,478.18,189.1,16.323,0.0,0.0,24.94,20.896,434.4,401.02,200.32,22.451,759.82,510.92,0.58,28,1.4509999999999998,12.0,12_00,2020_04_28_12_00,2,2
2020_04_28_12_15,04,20.531,531.08,519.76,181.5,11.825,0.0,0.0,28.34,21.311,455.4,440.36,182.64,14.719000000000001,894.2,613.46,1.06,28,1.49,12.0,12_15,2020_04_28_12_15,2,2
2020_04_28_12_30,04,20.868000000000002,494.21,472.14,154.07,17.118,0.0,0.0,7.0,21.706999999999997,451.2,420.9,149.8,20.991999999999997,927.12,636.95,0.0,28,1.531,13.0,12_30,2020_04_28_12_30,2,2
2020_04_28_12_45,04,21.316999999999997,601.07,585.16,173.58,13.177,0.0,0.0,41.54,22.219,457.82,435.57,177.73,17.857,857.62,595.23,10.17,28,1.5319999999999998,13.0,12_45,2020_04_28_12_45,2,2
2020_04_28_13_00,04,21.516,709.64,695.71,171.75,11.347000000000001,0.0,0.0,45.91,22.414,538.55,514.81,175.96,17.007,744.7,501.75,7.85,28,1.531,13.0,13_00,2020_04_28_13_00,2,2
2020_04_28_13_15,04,21.668000000000003,726.5,719.12,167.36,8.1633,0.0,0.0,44.93,22.469,555.38,539.05,171.02,13.888,605.82,407.55,6.11,28,1.5930000000000002,13.0,13_15,2020_04_28_13_15,2,2
2020_04_28_13_30,04,22.122,800.83,782.78,176.9,12.161,0.0,0.0,55.32,23.038,578.46,547.53,181.74,18.73,683.9,468.98,13.54,28,1.605,14.0,13_30,2020_04_28_13_30,2,2
2020_04_28_13_45,04,22.065,878.79,862.15,187.23,11.147,0.0,0.0,54.09,22.63,647.03,613.65,194.4,18.396,211.09,136.26,7.4,28,1.5290000000000001,13.0,13_45,2020_04_28_13_45,2,2
2020_04_28_14_00,04,22.291999999999998,864.36,849.21,183.52,10.725,0.0,0.0,59.11,22.87,614.7,588.55,191.22,16.706,393.26,265.67,14.01,28,1.537,13.0,14_00,2020_04_28_14_00,2,2
2020_04_28_14_15,04,22.478,1035.6,1024.4,184.58,8.4341,0.0,0.0,70.65,23.074,731.69,714.58,188.97,12.386,382.83,258.27,14.3,28,1.5490000000000002,13.0,14_15,2020_04_28_14_15,2,2
2020_04_28_14_30,04,22.721,966.89,950.94,180.48,10.401,0.0,0.0,63.08,23.39,700.2,676.32,184.63,14.958,477.2,315.15,10.51,28,1.577,13.0,14_30,2020_04_28_14_30,2,2
2020_04_28_14_45,04,22.656999999999996,1060.0,1049.7,179.08,7.9551,0.0,0.0,78.12,23.194000000000003,720.35,700.7,186.03,13.378,257.07,166.03,22.8,28,1.564,13.0,14_45,2020_04_28_14_45,2,2
2020_04_28_15_00,04,22.705,882.12,862.01,189.22,12.23,0.0,0.0,60.08,23.08,621.16,599.34,200.05,15.183,128.63,84.555,14.42,28,1.558,13.0,15_00,2020_04_28_15_00,2,2
2020_04_28_15_15,04,22.676,1005.2,989.61,189.2,10.089,0.0,0.0,69.2,23.051,704.13,683.87,198.93,13.741,160.22,106.67,15.42,28,1.569,13.0,15_15,2020_04_28_15_15,2,1
2020_04_28_15_30,04,22.525,1040.0,1028.0,183.96,8.7101,0.0,0.0,69.67,22.808000000000003,735.64,717.05,189.41,12.879000000000001,52.118,29.47,13.18,28,1.5730000000000002,13.0,15_30,2020_04_28_15_30,1,1
2020_04_28_15_45,04,22.381,974.4,958.49,189.6,10.35,0.0,0.0,67.31,22.616,680.3,662.5,194.44,13.103,40.479,17.971,15.86,28,1.584,13.0,15_45,2020_04_28_15_45,1,0
2020_04_28_16_00,04,22.264,967.79,957.85,187.45,8.2086,0.0,0.0,73.84,22.432,645.03,627.14,193.96,13.492,16.533,-1.3263,27.83,28,1.554,13.0,16_00,2020_04_28_16_00,0,0
2020_04_28_16_15,04,22.143,767.81,758.46,191.01,8.9392,0.0,0.0,51.63,22.314,541.38,526.96,200.11,13.222000000000001,7.5198,-6.4745,13.6,28,1.5490000000000002,13.0,16_15,2020_04_28_16_15,0,0
2020_04_28_16_30,04,21.71,723.06,712.42,188.11,9.8267,0.0,0.0,61.11,21.858,454.95,441.2,200.86,14.085999999999999,3.5467,-12.415,47.31,28,1.5730000000000002,13.0,16_30,2020_04_28_16_30,0,0
2020_04_28_16_45,04,20.78,464.07,405.17,247.15,28.857,0.2,99999.0,99999.0,20.849,381.29,320.16,270.84,32.435,0.6454,-14.184000000000001,99999.0,28,1.6480000000000001,14.0,16_45,2020_04_28_16_45,0,0
2020_04_28_17_00,04,18.235,594.58,552.77,298.96,21.476999999999997,1.2,0.0,30.84,18.428,457.15,424.27,305.57,21.725,1.1235,-7.8351,2.31,28,1.8119999999999998,15.0,17_00,2020_04_28_17_00,0,0
2020_04_28_17_15,04,17.991,740.11,701.84,192.75,18.419,1.2,0.0,71.31,17.154,428.24,383.28,194.11,26.246,4.7755,-3.7392,85.27,28,1.8330000000000002,16.0,17_15,2020_04_28_17_15,0,1
2020_04_28_17_30,04,17.122,1019.9,1011.5,177.69,7.3558,0.2,0.0,103.3,16.678,568.46,554.58,183.32,12.655,26.486,6.903,104.75,28,1.824,16.0,17_30,2020_04_28_17_30,1,1
2020_04_28_17_45,04,16.917,863.06,855.87,175.85,7.3909,0.0,0.0,93.64,16.637999999999998,453.82,442.3,179.61,12.902000000000001,28.758000000000003,2.362,137.11,28,1.8130000000000002,15.0,17_45,2020_04_28_17_45,1,0
2020_04_28_18_00,04,17.162,804.22,799.64,179.01,6.1145,0.0,0.0,88.32,16.78,417.85,407.8,185.24,12.564,9.3357,-9.5605,143.8,28,1.807,15.0,18_00,2020_04_28_18_00,0,0
2020_04_28_18_15,04,17.03,828.01,823.02,180.29,6.2848,0.0,0.0,96.25,16.889,406.98,396.35,183.39,13.092,3.1067,-11.443,176.71,28,1.8219999999999998,16.0,18_15,2020_04_28_18_15,0,0
2020_04_28_18_30,04,16.937,822.56,812.41,173.4,8.9961,0.2,0.0,86.64,16.796,443.44,432.01,175.53,13.002,1.407,-11.737,122.69,28,1.8019999999999998,15.0,18_30,2020_04_28_18_30,0,0
2020_04_28_18_45,04,17.645,885.22,877.72,172.35,7.459,0.2,0.0,103.2,16.714000000000002,433.85,423.92,172.7,12.252,0.5793,-12.757,178.46,28,1.7790000000000001,15.0,18_45,2020_04_28_18_45,0,0
2020_04_28_19_00,04,17.985,819.55,812.58,178.16,7.4697,0.0,0.0,95.65,16.874000000000002,401.07,390.6,184.74,13.083,0.0,-13.918,179.28,28,1.781,15.0,19_00,2020_04_28_19_00,0,0
2020_04_28_19_15,04,18.034000000000002,911.25,901.55,178.09,8.355,0.0,0.0,86.29,16.991,533.47,519.63,185.93,13.047,0.0,-16.028,79.33,28,1.781,15.0,19_15,2020_04_28_19_15,0,0
2020_04_28_19_30,04,17.762999999999998,891.23,879.16,177.28,9.4255,0.0,0.0,81.7,17.271,533.36,517.75,181.42,13.857999999999999,0.0,-17.576,68.85,28,1.7719999999999998,15.0,19_30,2020_04_28_19_30,0,0
2020_04_28_19_45,04,17.615,924.27,907.83,185.6,10.805,0.0,0.0,69.01,17.705,621.56,604.84,194.18,13.286,0.0,-16.543,24.94,28,1.764,15.0,19_45,2020_04_28_19_45,0,0
2020_04_28_20_00,04,17.549,793.92,779.01,193.86,11.1,0.0,0.0,58.47,17.607,537.01,522.65,205.44,13.242,0.0,-14.743,23.2,28,1.788,15.0,20_00,2020_04_28_20_00,0,0
2020_04_28_20_15,04,17.487000000000002,713.17,698.93,197.89,11.447000000000001,0.0,0.0,45.5,17.62,512.14,494.84,209.48,14.887,0.0,-14.106,9.94,28,1.7690000000000001,15.0,20_15,2020_04_28_20_15,0,0
2020_04_28_20_30,04,17.579,699.21,688.53,198.64,10.011000000000001,0.0,0.0,48.77,17.654,484.08,470.06,210.08,13.786,0.0,-14.734000000000002,17.14,28,1.7180000000000002,15.0,20_30,2020_04_28_20_30,0,0
2020_04_28_20_45,04,17.532,759.24,748.22,194.9,9.7612,0.0,0.0,56.05,17.598,512.41,499.79,206.05,12.710999999999999,0.0,-18.118,23.63,28,1.652,14.0,20_45,2020_04_28_20_45,0,0
